回首来时的路，坚定的信念载着我们走了很远。	besssssbesbessbesssss
北大猪肉大王营业额2个亿、金融男转行卖快餐年入千万、山药哥卖山药一星期卖4000斤、西少爷卖肉夹馍日赚万元、糖葫芦西施日入千元、武大学子淘宝卖虾月入10万、养鸡女孩微博卖鸡致富....卖鸡卖虾卖包子...看看他们的创业故事，或许对你有些启示↓(央视财经)	bebebebmessssbesbesbebebesbmesbesbesbmmessbmesbmesssssbmebebesssbebebessbebmesssbebessbebmmesssssbesssbebesbebesbessssbessbebes
看看那些强制入会、摊派会费、搭车收费、“两块牌子一套班子”的各类学会、协会、研究会吧！	bebebebesbebesbebessssbessbessbebesbesbmess
作者:@罡头仔推荐记者刘元斌——“美丽农居”晒照片赢话费	bessbmebebebmebesbebessbesbe
赢了比赛，她对记者开玩笑：“昨晚没睡好，因为我丈夫呼噜声太大…	ssbesssbebmessbesbesbesbebessss
——《托斯卡纳艳阳下》早安	besbmmebessbe
十多分钟的下跪，几乎摧毁了段建华，在失眠和抑郁中，他的头发掉了一大半。	bebesbesbebesbmessbesbessssbessbmes
国际生态组织“柏洛娜-摩尔曼斯克”认为此次运输核废料未向国际生态监测组织进行通知，显然属违规操作。	bebebesbmmmmmmmesbessbebmessbebebebebebesbesbebes
店员说，全程冷链运输，确保口味鲜美。	bessbebebesbebebes
视力变得模糊，身体机能下降，连器官都开始坏死…	bessbesbebebessbesbebes
不见6，可能轻易会精神分裂，需额外关注。	ssssbebesbebessbebes
伦敦国际战略研究所所长约翰·奇普曼接受专访时称，美国国防部长哈格尔认为中国的单边行为引发争议，中国代表则认为日本安倍政权在钓鱼岛的挑衅导致两国关系紧张…	bebebebmebebmmmmebebesssbebebebmebebesbebebebesbebesbebebebesbmesbebessbebes
晒出你的Xin改变，说说你和家人的变化，对这十年来次告白吧！	bessbmebesbessbesbesssssssbess
山东基础养老金标准由每人每月不低于65元提至75元，提高后比国家规定水平高出20元。	bebebmebesssbesbebesbebessbessbebebebebess
突发疾病，虽然家人不在身边，但老人遇到了很多热心肠。	bebesbebessbessbebesbebmes
长春市长庆街与桂林路交会有一个报刊亭，为方便附近居民，亭主实行无人卖报，一年多来，没有丢过一份报纸。	bmebmesbmebesssbmessbebebesbebessbessssssbebessbes
【医院监控：女患者拔刀捅伤女护士再举椅子猛砸】	sbebessbebebesbessbesss
世纪佳缘宣布，由于运营现金流规模超过公司短期资金需求，董事会决定向股东派送一次性总额约2000万美元的股息。	bebebesbebebmebebebebebebesbmebesbebebmebesbmmmebesbes
你想和媒体大佬们谈笑风生？	sssbebmebmmes
在活动现场，记者随时都能听到当地观众由衷的称赞。	sbebesbebessbebebebesbes
“假如要想获得人世的幸福，不要写诗。”	sbessbebesbesssssss
德国驻华大使柯慕贤博士在接受《中国日报》采访时透露：一份特别的“惊喜”同样也在以多彩文化著称的柏林等候中国总理李克强的到来。	bebebebmebesbesbebesbesbesssbessbesbesssbebebesbebebebebmesbes
麦当劳日本公司方面最新表示，因中国食品公司过期黑心肉问题的相关处理费用开支巨大等因素，预计2014年度集团净亏损金额将达170亿日圆，这是日本麦当劳11年以来首次亏损。	bmebebebessbessbebebebebesbesbebebebebesbesbebmmebebesbebessbmmebesssbebmebesbebebes
9月20日（周六）晚上7点，四川博物院邀请了著名蜀派琴家曾河先生，为大家带来古意盎然听觉盛宴。	bebmesbesbebesbebmebesbebebebebessbebebmmebebes
从今年起，中国所有公立大学的研究生项目将取消公费制度。	sbessbebebebesbmebesbebebes
大事小事问个理,《问政四川》听民声	bebesssssbebessbe
【爱车在收费停车场被撞索赔遭拒车主状告停车场赢了】	sbesbebmessbessbebebmesss
但黄河流域要想形成经济带，首先要解决无舟楫之便、无龙头城市，以及产业转型等难题。	sbebessbebmesbesbesbessssbebesbebebesbes
香港特区政府政务司司长林郑月娥表示，鉴于“占中”后目前社会气氛不利于进行政改咨询工作，政府决定再寻找一个更适当的时机推出政改第二阶段的公众咨询。	bebebebmebebmmebesbesbessbebebesbebebebebesbebesbesssbesbebebebebesbebes
“十一”期间，首批猪肉将抵达俄罗斯。	sbesbesssbesbebmes
PS：78岁开始学吉他，好励志！	besbesbesbessbes
黄奇帆表示，运用大数据技术对海量数据进行分析处理，在未来大数据信息进出口将成为世界贸易的主要标的物。	bmebesbebmebesbebebebebessbebmebebmesbebebesbebmes
【分享一组非常有用的EXcel教程】	sbessbebesbmmmebes
广西某大学近日在其官网文件系统内公布《关于本科生宿舍定时熄灯断网的通知》引热议。	besbebessbebebesbesbebmebebebebesbessbes
央视：外交部全球领事保护与服务应急呼叫中心“12308”热线电话已正式启动。	besbmebebebesbebebebesbmmmesbebesbebes
多人自行车租赁曾经在五大道地区出现，但因安全问题在去年8月被叫停。	ssbmebebessbebebesssbebesbebesbes
中国队全场落后，进攻不利，最终以67-75负于伊朗，第二阶段小组赛1胜2负，想要出线，只能寄希望于蒙古队击败日本队。	besbebesbebesbesbmmmebebesbebebmesssssbebesbesbesbesbebess
近日，印度一头怀孕的母老虎抓住一头小鹿。	besbessbessbebessbes
3人一起攀爬校园右侧的铁门并摇晃，右侧的门柱和铁门突然倒塌，王汉龙、谭安玉当场被压身亡，李维佳目前正在抢救中。	ssbebebebesbesbesbesbesbebebesbmesbmebessbesbmebessbess
意识到国际传播中的文化的渗透作用固然好，但树立文化自信、强健中国文化的传播载体，比盲目抵制更重要。	besbebessbesbebebesssbebebesbebebesbebessbebesbes
实现长治久安建设美好新疆	bebmmebebebe
2012年10月,47岁的余平桂在冷水江人民医院确诊患上肠癌。	bmmmebmesbessbmesbmebebebebebes
2.洋葱：用洋葱搭配高脂肪、高热量的食物，可解油腻；	ssbessbebesbessbesbesssbes
拍集体照的21种Pose！	sbmesbesbmmes
被抓后，女子从胸前、背后的衣服里，断断续续掏出挂在内衣里的猪肚、海蛏、花蛤、哈密瓜，从裤裆里“掏”出了一袋冰鲜鱿鱼和一条活桂花鱼。	ssssbesbesbesbessbmmebebebessbesbesbesbmessbessssssssbebessssbmes
搞笑诺贝尔每年举行一次，目的是在娱乐大众的同时鼓励全球创新研究。	bebmebebesssbessbebesbebebebebes
“老外”和“10秒跑光了”等词，使这条消息看上去略显诡异，对乘客的描述无疑将读者导向了“路人冷漠”这个惯常的思维上去。	sbesssbesbessssssssbesbebebessbesbebesbebessbebesssbesbebes
中国猪肉生产商以其招牌产品热狗为主角，制作了一部200集的动画片；	bebebmessbebebesbesbesssbmessbmes
卫报称，今年已有4077名移民遇难，显示移民遇难问题进一步升级。	bessbessbmmesbebesbebebebebmebes
这是比较正面的讨论有关北约在冷战结束后所面临的课题。	ssbebesbebebesbebessbesbes
“女朋友站着差点睡着了。	sbmessbebess
近日，美国《医药日报》载文，刊出美国心脏协会总结出的“对食盐的7个常见误解”。	besbesbebesbesbebebebebessssbesssbebess
【日媒：为啥买了阿里巴巴股票却一点股份也没有？】	sbesbessbmmebesbebesbess
吉林省第十七届运动会由辽源市承办开、闭幕式和青少年组部分项目的比赛。	bmebmesbmesbmebessbmesbmesbebesbes
9月19日，伊川县一名干部称，郭喜欢招商，拆迁力度很大，四五年前，县城周边还是田舍，如今已高楼林立。	bebmesbmessbesssbebesbebessssssssbebessbesbesbebes
【野生袋鼠街头斗殴两腿离地彪悍6连踢】	sbebebebessbebessss
对此，原新东方老师、锤子科技创始人罗永浩在微博上感叹：“有意思，时代在改变。”	bessbmebesbebebmebmesbesbesssbesbesbess
中国传统“棍棒底下出孝子”的教育观念根深蒂固，“打孩子”这种简单粗暴的教育方式被认为是最奏效的一种。	bebesbebesbessbebebmmesssbesssbebesbebesbessbessss
关灯玩手机，伤眼最厉害！】	besbesbesbess
“十一”黄金周即将到来,@吉林省旅游局提示您:旅游投诉实行属地管理,如果在旅游行程中游客认为旅游经营者不履行合同或协议,可向有关部门投诉.投诉时效期为90天（投诉时效期为合同结束日算起）,并提供旅游合同、发票或收据、行程计划等相关证据.	sbesbmebebessbmebmebessbebebebebesbesbebesbebebebmesbebesbesssbebebesbebmesbessbebmesbebmebesssbebebesbesbesbebesbebes
（图/美食是吃货的治愈系）	sssbesbesbmes
假期前4天，平均每小时有5人向清扫箱扔垃圾，环卫工说了约1.2万次"谢谢"。	bessssbesbessssbmesbesbmesssbmmessbess
在过去三十年里，全球肥胖率普遍出现大幅增长。	sbebesssbebmebebebebes
这几天早上凉风嗖嗖的，穿着短袖短裙的壮男美女们还在拿“春捂秋冻”当借口吗？	sssbebebessssbebesbebmessssbebessbess
【众筹会颠覆金融吗？】	sbesbebesss
如果你有意，赶快联系他们吧。	besbesbebebess
生命必须有裂缝，阳光才能照得进来。	bebesbesbessssbes
【全省清理大批规章文件】	sssbebebebes
伤者说，事发当天5人一同摘除树上马蜂窝，刚把木梯靠上树，马蜂倾巢而出攻击他们。	bessbebessbebebebmesssbessssbebmmebebes
18岁的冯聪遭遇车祸成了植物人，多方治疗依然没有转机。	bessbebebessbmesbebebebebes
@湖南高速警察5日通报2013年全省高速公路交通违法超速前10名的车辆，以下车主以均速235km/h入围“排行榜”。	sbebebebebebmmmessbebebebebesbessbesbebesbebmmmmmebesbmess
以为看到了开始，就能猜中结局.......	bebesbesssbebebmmmmme
2.午餐后半小时：喝杯酸奶打个盹。	ssbessbesssbessss
大陆首次向台赠送的3只小熊猫今天从福州飞赴台北。	bebessbessssbebesbebebes
一男子从人行天桥下来时对一乞讨老人进行10分钟之久的殴打。	sbesbebebesssbebebebebesssbes
经济要发展，靠的是在劳动生产力水平提高技术创新，还要不断把资源重新配置到更高附加值的产业上去，这只能通过投资实现。	besbesssssbebmebebebebesbebesbebebesssbmesbebessbebebebes
若提案通过，英国对黑客的惩治将向9•11后的美国看齐。	sbebesbesbesbessbmmessbebes
这是新华社记者在宁夏银川爱伊河畔拍摄到的贺兰山金秋胜景。	ssbmebesbebebmesbessbmebebes
金融部门将多管齐下降低社会融资成本。	bebesbmmebebebebes
匈牙利摄影师KerényiZoltán的创意作品“回到过去的窗口”，突破了摄影瞬间切片的二维空间性，让时间的流动性穿插进来，与空间的延展性巧妙嫁接，给我们穿越时空的奇妙感受。	bmebmebmmmmmmmmmmmesbebesbebesbessbesbebebesbebmessbesbmebebessbesbmebebessbebebesbebes
自掏腰包买地毯，自行切割铺设，每天打扫脏了就换，6年里他车上再无人因地滑摔倒。	bebesbesbebebesbebesssssssssssssssssbes
据称总共约有2万斤鱼被陆续打捞上岸，运到五峰山做填埋处理。	bebessbesssbebebesbebmesbebes
法国队已向圣保罗JP酒店提出要求，房间的卫生间里不能有固体肥皂，取而代之的是两种液态肥皂，分别用来淋浴和洗手。	bmessbmmmebebebesbesbmessssbebesbmmessssbebesbebebesbes
有意思的是，伤害你最深的人，往往是那些声称永远不会伤害你的人。	sbesssbessssssbesbebebessbessss
【进入食用油销售旺季价格为何不涨反降】	sbebmebebebebesssss
警方在一辆丰田车后备箱中发现一具尸体，疑为失踪留学生邵童。	besssbesbmesbessbesbebebmebes
这份研究说明，要控制温室气体排放，世界仍面临着巨大的挑战。	ssbebessbebebebesbesbesbesbes
9月22日到25日是"克林顿全球倡议"成立10周年，马云将受邀参加活动。	bebmesbmessbmebebesbebebesbesbebebes
4S店单一经营还能走下去么？	bmebebesssbess
而在留守老人和儿童众多的灾区，从外地回来的年轻人也要告别伤痛的亲人再次离开家乡。	ssbebesbebesbessbebesbmessbebesbebebebes
四：参加会议的公开发言是让别人记住你的最简单有效的方式之一。	ssbebesbebessbebesssbebesbebes
火车票一扫而空，景区找不到床位，密密麻麻的人头挤得看不到地面…	bmebmmesbesssbesbmmesbesssssbes
（via电脑知识大百科）	sbmebebesbes
据环卫集团统计，截至上午10点，天安门地区共清理各类垃圾3.5吨，比去年同期清理减少近30%,。	sbebebesbebebmesbmebesbebebebmesssbebebebesbmess
只要你或者身边的人有着西湖情结，都可以参与评选。	besbebessssbebessbebebes
“我自认为还是一个不错的沟通者和销售员，但是我花了五个小时才乞讨到不足1美元。”	sssbessssbesbmesbmesbesssssbesbesbesbess
未来，随着利率市场化的推进以及银行网络化实现，互联网将成为大部分人选择金融产品第一站，理财、贷款将像网购一样方便。	besbebebmesbebebebmebesbmesbebmesbebebebessbesbessbebebes
90后的就业人口下降、内地产业兴起，使招工越来越难，惠州招工成本已达到370元/人次；	bmesbebebesbebebessbebmessbebebesbebmessbes
去过昔日的老城厢，感受到市井气浓郁的民俗氛围；	ssbesbmesbesbmebesbebes
在家庭这个能给予心理安全感的环境里，我们容易忘记怎样好好说话。	sbesssbebebmesbessbebebebebebes
口味鲜香，麻辣适中，想想干煸香辣那种感觉就醉了~（@999道私房菜）	bebesbebesbebebessbessssssbmesbess
他们投诉至村委和办事处，均遭推诿，无人过问处理。	bebesbesbmesssbesssbebes
山和水可以两两相忘，日与月可以毫无瓜葛。	sssbebessssssbebebes
只要教育优质资源不均衡，对未来就难有良好预期。	bebebebesbessbesssbebes
【男子过天桥殴打乞讨老人十分钟网上致歉“对不起”】	sbesbebebebesbebebesbmess
6.将焯好的瓜皮和胡萝卜丝混合在大点容器里；	sssbesbesbmesbesssbess
